datetime,day_of_week,is_weekend,is_holiday,day_type,event,hour,electricity_usage
2019-01-02 20:00:00,2,0,0,Weekday,0,20,80.14400936570439
2019-01-02 21:00:00,2,0,0,Weekday,0,21,70.54188186808648
2019-01-02 22:00:00,2,0,0,Weekday,0,22,47.440537979302285
2019-01-02 23:00:00,2,0,0,Weekday,0,23,52.7172758010121
2019-01-03 00:00:00,3,0,0,Weekday,0,0,39.176326612276426
2019-01-03 01:00:00,3,0,0,Weekday,0,1,59.589194868719595
2019-01-03 02:00:00,3,0,0,Weekday,0,2,58.46360291440432
2019-01-03 03:00:00,3,0,0,Weekday,0,3,65.4679598078435
2019-01-03 04:00:00,3,0,0,Weekday,0,4,81.59031348872404
2019-01-03 05:00:00,3,0,0,Weekday,0,5,84.30394484018996
2019-01-03 06:00:00,3,0,0,Weekday,0,6,109.14021959218205
2019-01-03 07:00:00,3,0,0,Weekday,0,7,103.45650352756468
2019-01-03 08:00:00,3,0,0,Weekday,0,8,139.11876518894528
2019-01-03 09:00:00,3,0,0,Weekday,0,9,129.84622723377885
2019-01-03 10:00:00,3,0,0,Weekday,0,10,126.33947951226605
2019-01-03 11:00:00,3,0,0,Weekday,0,11,145.0109422298261
2019-01-03 12:00:00,3,0,0,Weekday,0,12,145.5803180274579
2019-01-03 13:00:00,3,0,0,Weekday,0,13,144.93555145295304
2019-01-03 14:00:00,3,0,0,Weekday,0,14,145.6177503440618
2019-01-03 15:00:00,3,0,0,Weekday,0,15,146.3337626682101
2019-01-03 16:00:00,3,0,0,Weekday,0,16,123.08294086102863
2019-01-03 17:00:00,3,0,0,Weekday,0,17,106.02477655693704
2019-01-03 18:00:00,3,0,0,Weekday,1,18,314.79523493953104
2019-01-03 19:00:00,3,0,0,Weekday,1,19,277.8633383718684
2019-01-03 20:00:00,3,0,0,Weekday,1,20,267.316305713482
2019-01-03 21:00:00,3,0,0,Weekday,1,21,264.3253463646237
2019-01-03 22:00:00,3,0,0,Weekday,1,22,239.15114549325145
2019-01-03 23:00:00,3,0,0,Weekday,0,23,143.55973639441197
2019-01-04 00:00:00,4,0,0,Weekday,0,0,91.29194920528349
2019-01-04 01:00:00,4,0,0,Weekday,0,1,61.82455445742352
2019-01-04 02:00:00,4,0,0,Weekday,0,2,74.40968880388361
2019-01-04 03:00:00,4,0,0,Weekday,0,3,83.02072827131973
2019-01-04 04:00:00,4,0,0,Weekday,0,4,80.91021556559876
2019-01-04 05:00:00,4,0,0,Weekday,0,5,106.97157376130917
2019-01-04 06:00:00,4,0,0,Weekday,0,6,103.55792974927662
2019-01-04 07:00:00,4,0,0,Weekday,0,7,120.6261233966216
2019-01-04 08:00:00,4,0,0,Weekday,0,8,137.61933876731536
2019-01-04 09:00:00,4,0,0,Weekday,0,9,137.15252359031186
2019-01-04 10:00:00,4,0,0,Weekday,0,10,127.77749557337131
2019-01-04 11:00:00,4,0,0,Weekday,0,11,156.1859248667974
2019-01-04 12:00:00,4,0,0,Weekday,0,12,145.28140405566538
2019-01-04 13:00:00,4,0,0,Weekday,0,13,144.3209931048988
2019-01-04 14:00:00,4,0,0,Weekday,0,14,146.28021935400886
2019-01-04 15:00:00,4,0,0,Weekday,0,15,141.0181478565011
2019-01-04 16:00:00,4,0,0,Weekday,0,16,126.50134634006218
2019-01-04 17:00:00,4,0,0,Weekday,0,17,119.29824761669914
2019-01-04 18:00:00,4,0,0,Weekday,1,18,305.621880357056
2019-01-04 19:00:00,4,0,0,Weekday,1,19,291.59040220785414
2019-01-04 20:00:00,4,0,0,Weekday,1,20,266.3416349253423
2019-01-04 21:00:00,4,0,0,Weekday,1,21,272.1349571069948
2019-01-04 22:00:00,4,0,0,Weekday,1,22,236.70582848010574
2019-01-04 23:00:00,4,0,0,Weekday,0,23,152.27253349826725
2019-01-05 00:00:00,5,1,0,Weekend,0,0,110.4553604553681
2019-01-05 01:00:00,5,1,0,Weekend,0,1,102.72352089928287
2019-01-05 02:00:00,5,1,0,Weekend,0,2,61.33011540559873
2019-01-05 03:00:00,5,1,0,Weekend,0,3,83.87059165593298
2019-01-05 04:00:00,5,1,0,Weekend,0,4,97.68342949486146
2019-01-05 05:00:00,5,1,0,Weekend,0,5,118.94947165461619
2019-01-05 06:00:00,5,1,0,Weekend,0,6,108.62858619463778
2019-01-05 07:00:00,5,1,0,Weekend,0,7,126.13508486814608
2019-01-05 08:00:00,5,1,0,Weekend,0,8,150.21382211104705
2019-01-05 09:00:00,5,1,0,Weekend,0,9,166.2036834944092
2019-01-05 10:00:00,5,1,0,Weekend,0,10,183.19016376440436
2019-01-05 11:00:00,5,1,0,Weekend,0,11,183.1309873354668
2019-01-05 12:00:00,5,1,0,Weekend,0,12,178.48586769889715
2019-01-05 13:00:00,5,1,0,Weekend,0,13,182.1201640249055
2019-01-05 14:00:00,5,1,0,Weekend,0,14,174.97196898981088
2019-01-05 15:00:00,5,1,0,Weekend,0,15,179.87657117107074
2019-01-05 16:00:00,5,1,0,Weekend,0,16,151.65658943568533
2019-01-05 17:00:00,5,1,0,Weekend,0,17,131.6983085706256
2019-01-05 18:00:00,5,1,0,Weekend,1,18,348.4499934091561
2019-01-05 19:00:00,5,1,0,Weekend,1,19,312.12896019148945
2019-01-05 20:00:00,5,1,0,Weekend,1,20,278.1781970615076
2019-01-05 21:00:00,5,1,0,Weekend,1,21,279.8518866995788
2019-01-05 22:00:00,5,1,0,Weekend,1,22,278.6495010948254
2019-01-05 23:00:00,5,1,0,Weekend,0,23,153.49271808391507
2019-01-06 00:00:00,6,1,0,Weekend,0,0,116.67819178889997
2019-01-06 01:00:00,6,1,0,Weekend,0,1,70.09283476227958
2019-01-06 02:00:00,6,1,0,Weekend,0,2,72.59466196817907
2019-01-06 03:00:00,6,1,0,Weekend,0,3,76.09502313036984
2019-01-06 04:00:00,6,1,0,Weekend,0,4,91.07695005646782
2019-01-06 05:00:00,6,1,0,Weekend,0,5,108.58872020430742
2019-01-06 06:00:00,6,1,0,Weekend,0,6,106.92425616108999
2019-01-06 07:00:00,6,1,0,Weekend,0,7,137.44575162349906
2019-01-06 08:00:00,6,1,0,Weekend,0,8,172.88947489713206
2019-01-06 09:00:00,6,1,0,Weekend,0,9,146.8587734124056
2019-01-06 10:00:00,6,1,0,Weekend,0,10,171.38544458991123
2019-01-06 11:00:00,6,1,0,Weekend,0,11,189.1879428255823
2019-01-06 12:00:00,6,1,0,Weekend,0,12,183.01619247953596
2019-01-06 13:00:00,6,1,0,Weekend,0,13,184.83521909850444
2019-01-06 14:00:00,6,1,0,Weekend,0,14,148.2048641161402
2019-01-06 15:00:00,6,1,0,Weekend,0,15,168.40890061749235
2019-01-06 16:00:00,6,1,0,Weekend,0,16,142.38311793766403
2019-01-06 17:00:00,6,1,0,Weekend,0,17,138.6279155519827
2019-01-06 18:00:00,6,1,0,Weekend,1,18,274.6646745336535
2019-01-06 19:00:00,6,1,0,Weekend,1,19,409.67466446760227
2019-01-06 20:00:00,6,1,0,Weekend,1,20,316.98239483254054
2019-01-06 21:00:00,6,1,0,Weekend,1,21,287.31825836201875
2019-01-06 22:00:00,6,1,0,Weekend,1,22,308.4056757977441
2019-01-06 23:00:00,6,1,0,Weekend,0,23,165.95349487115035
2019-01-07 00:00:00,0,0,0,Weekday,0,0,120.17822678915576
2019-01-07 01:00:00,0,0,0,Weekday,0,1,70.52361615397247
2019-01-07 02:00:00,0,0,0,Weekday,0,2,51.64216621140366
2019-01-07 03:00:00,0,0,0,Weekday,0,3,58.918794302209434
2019-01-07 04:00:00,0,0,0,Weekday,0,4,80.35141435455321
2019-01-07 05:00:00,0,0,0,Weekday,0,5,94.65292713796553
2019-01-07 06:00:00,0,0,0,Weekday,0,6,113.61210115321119
2019-01-07 07:00:00,0,0,0,Weekday,0,7,102.99095332302245
2019-01-07 08:00:00,0,0,0,Weekday,0,8,130.25977558417617
2019-01-07 09:00:00,0,0,0,Weekday,0,9,134.1382995151487
2019-01-07 10:00:00,0,0,0,Weekday,0,10,142.37892814288912
2019-01-07 11:00:00,0,0,0,Weekday,0,11,152.31454985479343
2019-01-07 12:00:00,0,0,0,Weekday,0,12,154.07656253624947
2019-01-07 13:00:00,0,0,0,Weekday,0,13,153.58397237236915
2019-01-07 14:00:00,0,0,0,Weekday,0,14,132.72655826726384
2019-01-07 15:00:00,0,0,0,Weekday,0,15,127.85722498766279
2019-01-07 16:00:00,0,0,0,Weekday,0,16,139.85868275517683
2019-01-07 17:00:00,0,0,0,Weekday,0,17,110.73522758031766
2019-01-07 18:00:00,0,0,0,Weekday,1,18,313.5856834939404
2019-01-07 19:00:00,0,0,0,Weekday,1,19,355.3771331729832
2019-01-07 20:00:00,0,0,0,Weekday,1,20,343.25104198268076
2019-01-07 21:00:00,0,0,0,Weekday,1,21,311.0179372049989
2019-01-07 22:00:00,0,0,0,Weekday,1,22,265.5164113869442
2019-01-07 23:00:00,0,0,0,Weekday,0,23,123.8297869018352
2019-01-08 00:00:00,1,0,0,Weekday,0,0,103.77311392513938
2019-01-08 01:00:00,1,0,0,Weekday,0,1,76.75793511620995
2019-01-08 02:00:00,1,0,0,Weekday,0,2,70.57517288135465
2019-01-08 03:00:00,1,0,0,Weekday,0,3,65.30561653723035
2019-01-08 04:00:00,1,0,0,Weekday,0,4,66.55283538243904
2019-01-08 05:00:00,1,0,0,Weekday,0,5,78.87818724876894
2019-01-08 06:00:00,1,0,0,Weekday,0,6,108.83861203453074
2019-01-08 07:00:00,1,0,0,Weekday,0,7,110.76321643120717
2019-01-08 08:00:00,1,0,0,Weekday,0,8,124.92799954209663
2019-01-08 09:00:00,1,0,0,Weekday,0,9,141.50564099705056
2019-01-08 10:00:00,1,0,0,Weekday,0,10,114.28603336228613
2019-01-08 11:00:00,1,0,0,Weekday,0,11,168.29996642953424
2019-01-08 12:00:00,1,0,0,Weekday,0,12,142.6892616494894
2019-01-08 13:00:00,1,0,0,Weekday,0,13,150.71565500918913
2019-01-08 14:00:00,1,0,0,Weekday,0,14,126.25430005425923
2019-01-08 15:00:00,1,0,0,Weekday,0,15,131.129927955277
2019-01-08 16:00:00,1,0,0,Weekday,0,16,137.44688046365096
2019-01-08 17:00:00,1,0,0,Weekday,0,17,93.77928045846727
2019-01-08 18:00:00,1,0,0,Weekday,1,18,309.21908337591617
2019-01-08 19:00:00,1,0,0,Weekday,1,19,273.4682994079859
2019-01-08 20:00:00,1,0,0,Weekday,1,20,304.1777339012074
2019-01-08 21:00:00,1,0,0,Weekday,1,21,240.350249593145
2019-01-08 22:00:00,1,0,0,Weekday,1,22,256.6063987491827
2019-01-08 23:00:00,1,0,0,Weekday,0,23,129.16042546307565
2019-01-09 00:00:00,2,0,0,Weekday,0,0,98.50375335068136
2019-01-09 01:00:00,2,0,0,Weekday,0,1,53.6919136338182
2019-01-09 02:00:00,2,0,0,Weekday,0,2,61.616693126658866
2019-01-09 03:00:00,2,0,0,Weekday,0,3,81.66521248083188
2019-01-09 04:00:00,2,0,0,Weekday,0,4,56.75559113323537
2019-01-09 05:00:00,2,0,0,Weekday,0,5,79.44258868349361
2019-01-09 06:00:00,2,0,0,Weekday,0,6,98.18224724117067
2019-01-09 07:00:00,2,0,0,Weekday,0,7,114.67436649226158
2019-01-09 08:00:00,2,0,0,Weekday,0,8,133.79176301434427
2019-01-09 09:00:00,2,0,0,Weekday,0,9,133.8333392557507
2019-01-09 10:00:00,2,0,0,Weekday,0,10,140.14168292476543
2019-01-09 11:00:00,2,0,0,Weekday,0,11,159.3275983751508
2019-01-09 12:00:00,2,0,0,Weekday,0,12,156.61995567063306
2019-01-09 13:00:00,2,0,0,Weekday,0,13,153.6860710714644
2019-01-09 14:00:00,2,0,0,Weekday,0,14,144.4264273051031
2019-01-09 15:00:00,2,0,0,Weekday,0,15,145.18686116852598
2019-01-09 16:00:00,2,0,0,Weekday,0,16,118.43690608769734
2019-01-09 17:00:00,2,0,0,Weekday,0,17,105.01400943326527
2019-01-09 18:00:00,2,0,0,Weekday,1,18,241.91772565711972
2019-01-09 19:00:00,2,0,0,Weekday,1,19,239.51183400048683
2019-01-09 20:00:00,2,0,0,Weekday,1,20,278.9022211458972
2019-01-09 21:00:00,2,0,0,Weekday,1,21,279.0806535680698
2019-01-09 22:00:00,2,0,0,Weekday,1,22,272.8693583407588
2019-01-09 23:00:00,2,0,0,Weekday,0,23,150.10735330485915
2019-01-10 00:00:00,3,0,0,Weekday,0,0,79.48523714798563
2019-01-10 01:00:00,3,0,0,Weekday,0,1,81.46114613486134
2019-01-10 02:00:00,3,0,0,Weekday,0,2,50.16914989819996
2019-01-10 03:00:00,3,0,0,Weekday,0,3,76.77847493972256
2019-01-10 04:00:00,3,0,0,Weekday,0,4,75.63179227556516
2019-01-10 05:00:00,3,0,0,Weekday,0,5,100.16289476657367
2019-01-10 06:00:00,3,0,0,Weekday,0,6,93.95508391219951
2019-01-10 07:00:00,3,0,0,Weekday,0,7,112.45285637407235
2019-01-10 08:00:00,3,0,0,Weekday,0,8,128.68483603336995
2019-01-10 09:00:00,3,0,0,Weekday,0,9,133.56023443191225
2019-01-10 10:00:00,3,0,0,Weekday,0,10,152.8315116606743
2019-01-10 11:00:00,3,0,0,Weekday,0,11,126.22065406155076
2019-01-10 12:00:00,3,0,0,Weekday,0,12,174.2240553878994
2019-01-10 13:00:00,3,0,0,Weekday,0,13,156.87403738440503
2019-01-10 14:00:00,3,0,0,Weekday,0,14,141.5659518988718
2019-01-10 15:00:00,3,0,0,Weekday,0,15,129.83212232355393
2019-01-10 16:00:00,3,0,0,Weekday,0,16,116.33579388551445
2019-01-10 17:00:00,3,0,0,Weekday,0,17,119.39710699682342
2019-01-10 18:00:00,3,0,0,Weekday,0,18,109.94981668792354
2019-01-10 19:00:00,3,0,0,Weekday,0,19,85.43378646357498
2019-01-10 20:00:00,3,0,0,Weekday,0,20,86.06990412978504
2019-01-10 21:00:00,3,0,0,Weekday,0,21,55.57206047306143
2019-01-10 22:00:00,3,0,0,Weekday,0,22,45.860621310909714
2019-01-10 23:00:00,3,0,0,Weekday,0,23,69.83712073800208
2019-01-11 00:00:00,4,0,0,Weekday,0,0,55.91108613538543
2019-01-11 01:00:00,4,0,0,Weekday,0,1,65.67219070367986
2019-01-11 02:00:00,4,0,0,Weekday,0,2,48.15933272690114
2019-01-11 03:00:00,4,0,0,Weekday,0,3,55.40940702298532
2019-01-11 04:00:00,4,0,0,Weekday,0,4,71.41390680542457
2019-01-11 05:00:00,4,0,0,Weekday,0,5,78.81845932948384
2019-01-11 06:00:00,4,0,0,Weekday,0,6,107.0536521022845
2019-01-11 07:00:00,4,0,0,Weekday,0,7,105.42969168586158
2019-01-11 08:00:00,4,0,0,Weekday,0,8,113.2833014193271
2019-01-11 09:00:00,4,0,0,Weekday,0,9,136.7754931818797
2019-01-11 10:00:00,4,0,0,Weekday,0,10,130.40140843096978
2019-01-11 11:00:00,4,0,0,Weekday,0,11,130.30165199969952
2019-01-11 12:00:00,4,0,0,Weekday,0,12,151.33257233861278
2019-01-11 13:00:00,4,0,0,Weekday,0,13,130.8040908843513
2019-01-11 14:00:00,4,0,0,Weekday,0,14,151.05406415217618
2019-01-11 15:00:00,4,0,0,Weekday,0,15,121.40200179679942
2019-01-11 16:00:00,4,0,0,Weekday,0,16,102.59326213580252
2019-01-11 17:00:00,4,0,0,Weekday,0,17,110.00298575371811
2019-01-11 18:00:00,4,0,0,Weekday,1,18,303.76543796986886
2019-01-11 19:00:00,4,0,0,Weekday,1,19,275.3236075309796
2019-01-11 20:00:00,4,0,0,Weekday,1,20,259.0397811173865
2019-01-11 21:00:00,4,0,0,Weekday,1,21,234.44410830789536
2019-01-11 22:00:00,4,0,0,Weekday,1,22,324.85120941100456
2019-01-11 23:00:00,4,0,0,Weekday,0,23,172.4677325424272
2019-01-12 00:00:00,5,1,0,Weekend,0,0,94.4016242941666
2019-01-12 01:00:00,5,1,0,Weekend,0,1,79.56441267924242
2019-01-12 02:00:00,5,1,0,Weekend,0,2,65.29407550184348
2019-01-12 03:00:00,5,1,0,Weekend,0,3,79.77740895668748
2019-01-12 04:00:00,5,1,0,Weekend,0,4,87.9507620822589
2019-01-12 05:00:00,5,1,0,Weekend,0,5,103.79207957311898
2019-01-12 06:00:00,5,1,0,Weekend,0,6,126.4181553024169
2019-01-12 07:00:00,5,1,0,Weekend,0,7,124.39061171013992
2019-01-12 08:00:00,5,1,0,Weekend,0,8,157.37373135260825
2019-01-12 09:00:00,5,1,0,Weekend,0,9,173.83773418650537
2019-01-12 10:00:00,5,1,0,Weekend,0,10,188.30287416195497
2019-01-12 11:00:00,5,1,0,Weekend,0,11,156.52187633597052
2019-01-12 12:00:00,5,1,0,Weekend,0,12,178.17098342884782
2019-01-12 13:00:00,5,1,0,Weekend,0,13,158.30454383380822
2019-01-12 14:00:00,5,1,0,Weekend,0,14,147.6108873293381
2019-01-12 15:00:00,5,1,0,Weekend,0,15,163.86733734726764
2019-01-12 16:00:00,5,1,0,Weekend,0,16,146.0084820714964
2019-01-12 17:00:00,5,1,0,Weekend,0,17,138.52765222385872
2019-01-12 18:00:00,5,1,0,Weekend,0,18,124.86127690087315
2019-01-12 19:00:00,5,1,0,Weekend,0,19,116.94981687492796
2019-01-12 20:00:00,5,1,0,Weekend,0,20,90.53920425305782
2019-01-12 21:00:00,5,1,0,Weekend,0,21,106.80714930199805
2019-01-12 22:00:00,5,1,0,Weekend,0,22,71.10257432278583
2019-01-12 23:00:00,5,1,0,Weekend,0,23,80.46924086832801
2019-01-13 00:00:00,6,1,0,Weekend,0,0,36.671621994757515
2019-01-13 01:00:00,6,1,0,Weekend,0,1,75.54184571816215
2019-01-13 02:00:00,6,1,0,Weekend,0,2,66.23087087497808
2019-01-13 03:00:00,6,1,0,Weekend,0,3,58.090120534534435
2019-01-13 04:00:00,6,1,0,Weekend,0,4,94.2054510922812
2019-01-13 05:00:00,6,1,0,Weekend,0,5,101.44130191400558
2019-01-13 06:00:00,6,1,0,Weekend,0,6,125.80053248448142
2019-01-13 07:00:00,6,1,0,Weekend,0,7,145.63990728166203
2019-01-13 08:00:00,6,1,0,Weekend,0,8,135.10849883238404
2019-01-13 09:00:00,6,1,0,Weekend,0,9,172.57559669574442
2019-01-13 10:00:00,6,1,0,Weekend,0,10,172.02631906927346
2019-01-13 11:00:00,6,1,0,Weekend,0,11,191.48396132427683
2019-01-13 12:00:00,6,1,0,Weekend,0,12,177.94851771002132
2019-01-13 13:00:00,6,1,0,Weekend,0,13,173.2514606520299
2019-01-13 14:00:00,6,1,0,Weekend,0,14,172.23206463395587
2019-01-13 15:00:00,6,1,0,Weekend,0,15,163.44501393499138
2019-01-13 16:00:00,6,1,0,Weekend,0,16,143.37215198508264
2019-01-13 17:00:00,6,1,0,Weekend,0,17,130.5660953965984
2019-01-13 18:00:00,6,1,0,Weekend,0,18,107.73124465486211
2019-01-13 19:00:00,6,1,0,Weekend,0,19,100.1244063959468
2019-01-13 20:00:00,6,1,0,Weekend,0,20,96.7631005999758
2019-01-13 21:00:00,6,1,0,Weekend,0,21,76.20005138974574
2019-01-13 22:00:00,6,1,0,Weekend,0,22,78.12912873340697
2019-01-13 23:00:00,6,1,0,Weekend,0,23,60.190155746125164
2019-01-14 00:00:00,0,0,0,Weekday,0,0,35.68482002276686
2019-01-14 01:00:00,0,0,0,Weekday,0,1,57.676457561112414
2019-01-14 02:00:00,0,0,0,Weekday,0,2,49.96249840044405
2019-01-14 03:00:00,0,0,0,Weekday,0,3,62.31098805303728
2019-01-14 04:00:00,0,0,0,Weekday,0,4,87.37572047484117
2019-01-14 05:00:00,0,0,0,Weekday,0,5,75.45034314765883
2019-01-14 06:00:00,0,0,0,Weekday,0,6,101.64743787464386
2019-01-14 07:00:00,0,0,0,Weekday,0,7,112.53576875476811
2019-01-14 08:00:00,0,0,0,Weekday,0,8,132.00925715437103
2019-01-14 09:00:00,0,0,0,Weekday,0,9,143.9068727141476
2019-01-14 10:00:00,0,0,0,Weekday,0,10,145.93966023171086
2019-01-14 11:00:00,0,0,0,Weekday,0,11,144.69254484864942
2019-01-14 12:00:00,0,0,0,Weekday,0,12,154.7337250402596
2019-01-14 13:00:00,0,0,0,Weekday,0,13,161.65285028589904
2019-01-14 14:00:00,0,0,0,Weekday,0,14,143.02837079282494
2019-01-14 15:00:00,0,0,0,Weekday,0,15,132.68277791509712
2019-01-14 16:00:00,0,0,0,Weekday,0,16,128.8817025766799
2019-01-14 17:00:00,0,0,0,Weekday,0,17,113.32822245882217
2019-01-14 18:00:00,0,0,0,Weekday,0,18,86.62290576082201
2019-01-14 19:00:00,0,0,0,Weekday,0,19,89.45235574884877
2019-01-14 20:00:00,0,0,0,Weekday,0,20,61.532375912362376
2019-01-14 21:00:00,0,0,0,Weekday,0,21,68.38946740475711
2019-01-14 22:00:00,0,0,0,Weekday,0,22,48.7273025667124
2019-01-14 23:00:00,0,0,0,Weekday,0,23,52.07245672741005
2019-01-15 00:00:00,1,0,0,Weekday,0,0,53.90593906199236
2019-01-15 01:00:00,1,0,0,Weekday,0,1,76.2427421449823
2019-01-15 02:00:00,1,0,0,Weekday,0,2,64.1262294286473
2019-01-15 03:00:00,1,0,0,Weekday,0,3,78.29264903809597
2019-01-15 04:00:00,1,0,0,Weekday,0,4,93.71747818693925
2019-01-15 05:00:00,1,0,0,Weekday,0,5,91.9516069148684
2019-01-15 06:00:00,1,0,0,Weekday,0,6,102.856898002672
2019-01-15 07:00:00,1,0,0,Weekday,0,7,102.27374116686387
2019-01-15 08:00:00,1,0,0,Weekday,0,8,123.83370067599606
2019-01-15 09:00:00,1,0,0,Weekday,0,9,128.12446176296876
2019-01-15 10:00:00,1,0,0,Weekday,0,10,139.29068168797806
2019-01-15 11:00:00,1,0,0,Weekday,0,11,167.0029250763781
2019-01-15 12:00:00,1,0,0,Weekday,0,12,151.1462150919999
2019-01-15 13:00:00,1,0,0,Weekday,0,13,139.53729553729232
2019-01-15 14:00:00,1,0,0,Weekday,0,14,157.046604736135
2019-01-15 15:00:00,1,0,0,Weekday,0,15,144.90809382170187
2019-01-15 16:00:00,1,0,0,Weekday,0,16,135.07653492600397
2019-01-15 17:00:00,1,0,0,Weekday,0,17,92.87965022410211
2019-01-15 18:00:00,1,0,0,Weekday,1,18,306.6166727555678
2019-01-15 19:00:00,1,0,0,Weekday,1,19,293.06240131386386
2019-01-15 20:00:00,1,0,0,Weekday,1,20,275.7844744652282
2019-01-15 21:00:00,1,0,0,Weekday,1,21,307.7457898408508
2019-01-15 22:00:00,1,0,0,Weekday,1,22,249.00702411421096
2019-01-15 23:00:00,1,0,0,Weekday,0,23,134.64391492220096
2019-01-16 00:00:00,2,0,0,Weekday,0,0,83.72255013129131
2019-01-16 01:00:00,2,0,0,Weekday,0,1,78.95823975498752
2019-01-16 02:00:00,2,0,0,Weekday,0,2,58.119287926718066
2019-01-16 03:00:00,2,0,0,Weekday,0,3,59.63584652765182
2019-01-16 04:00:00,2,0,0,Weekday,0,4,81.21218546939048
2019-01-16 05:00:00,2,0,0,Weekday,0,5,85.43025197027956
2019-01-16 06:00:00,2,0,0,Weekday,0,6,107.01324137048744
2019-01-16 07:00:00,2,0,0,Weekday,0,7,113.61077033331337
2019-01-16 08:00:00,2,0,0,Weekday,0,8,132.22387928328166
2019-01-16 09:00:00,2,0,0,Weekday,0,9,126.41001216796349
2019-01-16 10:00:00,2,0,0,Weekday,0,10,157.54589032054827
2019-01-16 11:00:00,2,0,0,Weekday,0,11,155.2725250217778
2019-01-16 12:00:00,2,0,0,Weekday,0,12,156.46297369403572
2019-01-16 13:00:00,2,0,0,Weekday,0,13,137.11959204433347
2019-01-16 14:00:00,2,0,0,Weekday,0,14,160.29759435566442
2019-01-16 15:00:00,2,0,0,Weekday,0,15,135.2181780656647
2019-01-16 16:00:00,2,0,0,Weekday,0,16,132.2804886242984
2019-01-16 17:00:00,2,0,0,Weekday,0,17,109.71270761765996
2019-01-16 18:00:00,2,0,0,Weekday,1,18,286.5326914674627
2019-01-16 19:00:00,2,0,0,Weekday,1,19,303.62015679119236
2019-01-16 20:00:00,2,0,0,Weekday,1,20,226.7317172209086
2019-01-16 21:00:00,2,0,0,Weekday,1,21,290.6779691943959
2019-01-16 22:00:00,2,0,0,Weekday,1,22,292.1674370653179
2019-01-16 23:00:00,2,0,0,Weekday,0,23,144.7966854048471
2019-01-17 00:00:00,3,0,0,Weekday,0,0,77.50290431842623
2019-01-17 01:00:00,3,0,0,Weekday,0,1,85.30282399012748
