ds,hour,day_of_week,is_weekend,load_kg,machines_active,usage_category
2025-01-05 00:00:00,0,6,1,3.888360831193728,1,Low
2025-01-05 01:00:00,1,6,1,3.783165816539668,1,Low
2025-01-05 02:00:00,2,6,1,3.0153403699273826,1,Low
2025-01-05 03:00:00,3,6,1,2.296238599874559,0,Low
2025-01-05 04:00:00,4,6,1,0.0,0,Low
2025-01-05 05:00:00,5,6,1,1.7380640317039229,0,Low
2025-01-05 06:00:00,6,6,1,1.9718564504196916,0,Low
2025-01-05 07:00:00,7,6,1,27.593168192335142,6,High
2025-01-05 08:00:00,8,6,1,29.516142865001974,6,High
2025-01-05 09:00:00,9,6,1,31.212152570443614,6,High
2025-01-05 10:00:00,10,6,1,35.65855770363159,7,High
2025-01-05 11:00:00,11,6,1,15.523733438495517,3,Medium
2025-01-05 12:00:00,12,6,1,15.772651172168294,3,Medium
2025-01-05 13:00:00,13,6,1,14.776662252701499,3,Medium
2025-01-05 14:00:00,14,6,1,9.243686354102875,2,Medium
2025-01-05 15:00:00,15,6,1,14.92045837365235,3,Medium
2025-01-05 16:00:00,16,6,1,15.18069062982308,3,Medium
2025-01-05 17:00:00,17,6,1,22.38972633745586,4,High
2025-01-05 18:00:00,18,6,1,36.92291710565663,7,High
2025-01-05 19:00:00,19,6,1,38.40464202700084,8,High
2025-01-05 20:00:00,20,6,1,37.39586469088427,7,High
2025-01-05 21:00:00,21,6,1,33.99396588714141,7,High
2025-01-05 22:00:00,22,6,1,40.928468443545064,8,High
2025-01-05 23:00:00,23,6,1,5.255799098060322,1,Low
2025-01-06 00:00:00,0,0,0,4.373095841129141,1,Low
2025-01-06 01:00:00,1,0,0,0.0,0,Low
2025-01-06 02:00:00,2,0,0,6.208382932808298,1,Low
2025-01-06 03:00:00,3,0,0,0.0,0,Low
2025-01-06 04:00:00,4,0,0,3.7605712814008108,1,Low
2025-01-06 05:00:00,5,0,0,8.571366877429936,2,Medium
2025-01-06 06:00:00,6,0,0,0.0,0,Low
2025-01-06 07:00:00,7,0,0,18.301106811191683,4,High
2025-01-06 08:00:00,8,0,0,20.298954095262925,4,High
2025-01-06 09:00:00,9,0,0,18.489573037651404,4,High
2025-01-06 10:00:00,10,0,0,15.348009706801601,3,Medium
2025-01-06 11:00:00,11,0,0,10.205688924418082,2,Medium
2025-01-06 12:00:00,12,0,0,6.813088858821685,1,Low
2025-01-06 13:00:00,13,0,0,11.420777291905544,2,Medium
2025-01-06 14:00:00,14,0,0,7.24172729729859,1,Low
2025-01-06 15:00:00,15,0,0,14.649803215052618,3,Medium
2025-01-06 16:00:00,16,0,0,7.650240122991288,2,Low
2025-01-06 17:00:00,17,0,0,9.033815451382972,2,Medium
2025-01-06 18:00:00,18,0,0,27.440551652109008,5,High
2025-01-06 19:00:00,19,0,0,21.307407050698135,4,High
2025-01-06 20:00:00,20,0,0,25.68237980381239,5,High
2025-01-06 21:00:00,21,0,0,28.921428262847286,6,High
2025-01-06 22:00:00,22,0,0,20.17755029631632,4,High
2025-01-06 23:00:00,23,0,0,2.5539015755969126,1,Low
2025-01-07 00:00:00,0,1,0,2.7796483827452705,1,Low
2025-01-07 01:00:00,1,1,0,4.3454686153319315,1,Low
2025-01-07 02:00:00,2,1,0,0.0,0,Low
2025-01-07 03:00:00,3,1,0,0.0,0,Low
2025-01-07 04:00:00,4,1,0,3.565824696850693,1,Low
2025-01-07 05:00:00,5,1,0,2.8909540196995582,1,Low
2025-01-07 06:00:00,6,1,0,2.7514785510376294,1,Low
2025-01-07 07:00:00,7,1,0,21.039344628490927,4,High
2025-01-07 08:00:00,8,1,0,17.959925835264528,4,Medium
2025-01-07 09:00:00,9,1,0,20.696761091483012,4,High
2025-01-07 10:00:00,10,1,0,20.879217419896044,4,High
2025-01-07 11:00:00,11,1,0,7.856945745920896,2,Low
2025-01-07 12:00:00,12,1,0,15.59732353343427,3,Medium
2025-01-07 13:00:00,13,1,0,11.421498762735363,2,Medium
2025-01-07 14:00:00,14,1,0,6.426089508392054,1,Low
2025-01-07 15:00:00,15,1,0,11.969660825901489,2,Medium
2025-01-07 16:00:00,16,1,0,7.075954989318036,1,Low
2025-01-07 17:00:00,17,1,0,12.361253811227357,2,Medium
2025-01-07 18:00:00,18,1,0,28.47578673702221,6,High
2025-01-07 19:00:00,19,1,0,22.537953044944867,5,High
2025-01-07 20:00:00,20,1,0,27.890128387732965,6,High
2025-01-07 21:00:00,21,1,0,26.238342780809496,5,High
2025-01-07 22:00:00,22,1,0,27.46618047998347,5,High
2025-01-07 23:00:00,23,1,0,7.690378947961842,2,Low
2025-01-08 00:00:00,0,2,0,1.2638356519913885,0,Low
2025-01-08 01:00:00,1,2,0,0.0,0,Low
2025-01-08 02:00:00,2,2,0,0.0,0,Low
2025-01-08 03:00:00,3,2,0,0.0,0,Low
2025-01-08 04:00:00,4,2,0,1.7686948717576874,0,Low
2025-01-08 05:00:00,5,2,0,3.023455924449932,1,Low
2025-01-08 06:00:00,6,2,0,2.8300723979900573,1,Low
2025-01-08 07:00:00,7,2,0,22.481549747108073,4,High
2025-01-08 08:00:00,8,2,0,20.03900567563372,4,High
2025-01-08 09:00:00,9,2,0,24.36060223147195,5,High
2025-01-08 10:00:00,10,2,0,19.20602950028613,4,High
2025-01-08 11:00:00,11,2,0,18.160507499768855,4,High
2025-01-08 12:00:00,12,2,0,11.877002043295018,2,Medium
2025-01-08 13:00:00,13,2,0,7.428527330751153,1,Low
2025-01-08 14:00:00,14,2,0,6.787322505816663,1,Low
2025-01-08 15:00:00,15,2,0,11.447417245729556,2,Medium
2025-01-08 16:00:00,16,2,0,9.329611644022448,2,Medium
2025-01-08 17:00:00,17,2,0,12.142001482276276,2,Medium
2025-01-08 18:00:00,18,2,0,26.419712873720634,5,High
2025-01-08 19:00:00,19,2,0,24.78151326202938,5,High
2025-01-08 20:00:00,20,2,0,22.459618845794786,4,High
2025-01-08 21:00:00,21,2,0,20.455458325942406,4,High
2025-01-08 22:00:00,22,2,0,23.660455143798938,5,High
2025-01-08 23:00:00,23,2,0,4.569196382970417,1,Low
2025-01-09 00:00:00,0,3,0,2.6422812323906117,1,Low
2025-01-09 01:00:00,1,3,0,0.0,0,Low
2025-01-09 02:00:00,2,3,0,2.519542777553546,1,Low
2025-01-09 03:00:00,3,3,0,3.1559521391865104,1,Low
2025-01-09 04:00:00,4,3,0,0.0,0,Low
2025-01-09 05:00:00,5,3,0,2.4611753178365836,0,Low
2025-01-09 06:00:00,6,3,0,2.1746261553379997,0,Low
2025-01-09 07:00:00,7,3,0,16.571089106508133,3,Medium
2025-01-09 08:00:00,8,3,0,21.07336208104485,4,High
2025-01-09 09:00:00,9,3,0,21.682353579104703,4,High
2025-01-09 10:00:00,10,3,0,23.24915372952583,5,High
2025-01-09 11:00:00,11,3,0,13.161406156104709,3,Medium
2025-01-09 12:00:00,12,3,0,5.866991896128727,1,Low
2025-01-09 13:00:00,13,3,0,7.186524880254632,1,Low
2025-01-09 14:00:00,14,3,0,11.54510580162598,2,Medium
2025-01-09 15:00:00,15,3,0,11.541357852736626,2,Medium
2025-01-09 16:00:00,16,3,0,11.545143058918143,2,Medium
2025-01-09 17:00:00,17,3,0,21.558194471964164,4,High
2025-01-09 18:00:00,18,3,0,26.7126715320795,5,High
2025-01-09 19:00:00,19,3,0,28.406696920541798,6,High
2025-01-09 20:00:00,20,3,0,27.86200529047961,6,High
2025-01-09 21:00:00,21,3,0,26.954173753917395,5,High
2025-01-09 22:00:00,22,3,0,24.054192266078964,5,High
2025-01-09 23:00:00,23,3,0,4.276907661479802,1,Low
2025-01-10 00:00:00,0,4,0,0.0,0,Low
2025-01-10 01:00:00,1,4,0,1.2895441797799734,0,Low
2025-01-10 02:00:00,2,4,0,0.5439093565126896,0,Low
2025-01-10 03:00:00,3,4,0,2.245622418158968,0,Low
2025-01-10 04:00:00,4,4,0,8.943975700020527,2,Medium
2025-01-10 05:00:00,5,4,0,0.0,0,Low
2025-01-10 06:00:00,6,4,0,4.05878057112354,1,Low
2025-01-10 07:00:00,7,4,0,15.161852386431045,3,Medium
2025-01-10 08:00:00,8,4,0,18.5842044026317,4,High
2025-01-10 09:00:00,9,4,0,23.2668517909021,5,High
2025-01-10 10:00:00,10,4,0,20.19284005728639,4,High
2025-01-10 11:00:00,11,4,0,6.766765666212081,1,Low
2025-01-10 12:00:00,12,4,0,7.854088872220095,2,Low
2025-01-10 13:00:00,13,4,0,12.038793246804028,2,Medium
2025-01-10 14:00:00,14,4,0,7.80890010484859,2,Low
2025-01-10 15:00:00,15,4,0,10.649375768745925,2,Medium
2025-01-10 16:00:00,16,4,0,10.13671551971144,2,Medium
2025-01-10 17:00:00,17,4,0,8.04519895718255,2,Medium
2025-01-10 18:00:00,18,4,0,31.431832267975977,6,High
2025-01-10 19:00:00,19,4,0,26.901757066954033,5,High
2025-01-10 20:00:00,20,4,0,18.924572240027178,4,High
2025-01-10 21:00:00,21,4,0,25.559362944308283,5,High
2025-01-10 22:00:00,22,4,0,23.014640605694836,5,High
2025-01-10 23:00:00,23,4,0,4.557300004388672,1,Low
2025-01-11 00:00:00,0,5,1,0.6224377847018978,0,Low
2025-01-11 01:00:00,1,5,1,2.655790675599303,1,Low
2025-01-11 02:00:00,2,5,1,4.514961836941371,1,Low
2025-01-11 03:00:00,3,5,1,5.5972655825103645,1,Low
2025-01-11 04:00:00,4,5,1,0.0,0,Low
2025-01-11 05:00:00,5,5,1,1.996496292477155,0,Low
2025-01-11 06:00:00,6,5,1,1.5751640665171314,0,Low
2025-01-11 07:00:00,7,5,1,28.040012302278864,6,High
2025-01-11 08:00:00,8,5,1,35.29636272084329,7,High
2025-01-11 09:00:00,9,5,1,31.214945132882868,6,High
2025-01-11 10:00:00,10,5,1,26.217348136994865,5,High
2025-01-11 11:00:00,11,5,1,17.753585841164327,4,Medium
2025-01-11 12:00:00,12,5,1,21.3664685910379,4,High
2025-01-11 13:00:00,13,5,1,18.09739578165344,4,High
2025-01-11 14:00:00,14,5,1,10.44189010213796,2,Medium
2025-01-11 15:00:00,15,5,1,13.547297781401246,3,Medium
2025-01-11 16:00:00,16,5,1,18.800733447559868,4,High
2025-01-11 17:00:00,17,5,1,12.876991603143658,3,Medium
2025-01-11 18:00:00,18,5,1,38.83145828443868,8,High
2025-01-11 19:00:00,19,5,1,39.82390216028801,8,High
2025-01-11 20:00:00,20,5,1,34.719208585265754,7,High
2025-01-11 21:00:00,21,5,1,37.3214239318146,7,High
2025-01-11 22:00:00,22,5,1,27.776197979792784,6,High
2025-01-11 23:00:00,23,5,1,0.0,0,Low
2025-01-12 00:00:00,0,6,1,2.242295545820519,0,Low
2025-01-12 01:00:00,1,6,1,0.0,0,Low
2025-01-12 02:00:00,2,6,1,7.897233911794906,2,Low
2025-01-12 03:00:00,3,6,1,0.0,0,Low
2025-01-12 04:00:00,4,6,1,1.6798665399090487,0,Low
2025-01-12 05:00:00,5,6,1,3.392221731858274,1,Low
2025-01-12 06:00:00,6,6,1,7.323819867198346,1,Low
2025-01-12 07:00:00,7,6,1,25.69241354646168,5,High
2025-01-12 08:00:00,8,6,1,33.48949125646488,7,High
2025-01-12 09:00:00,9,6,1,30.03069918305876,6,High
2025-01-12 10:00:00,10,6,1,27.055474046856148,5,High
2025-01-12 11:00:00,11,6,1,16.386310422789812,3,Medium
2025-01-12 12:00:00,12,6,1,15.59717908672041,3,Medium
2025-01-12 13:00:00,13,6,1,13.199349368523617,3,Medium
2025-01-12 14:00:00,14,6,1,15.209406254970057,3,Medium
2025-01-12 15:00:00,15,6,1,13.84405920941472,3,Medium
2025-01-12 16:00:00,16,6,1,15.340552035753744,3,Medium
2025-01-12 17:00:00,17,6,1,16.98639202356314,3,Medium
2025-01-12 18:00:00,18,6,1,42.25805044843606,8,High
2025-01-12 19:00:00,19,6,1,33.78655350351945,7,High
2025-01-12 20:00:00,20,6,1,43.8991001239688,9,High
2025-01-12 21:00:00,21,6,1,31.643736601432494,6,High
2025-01-12 22:00:00,22,6,1,37.04464471489325,7,High
2025-01-12 23:00:00,23,6,1,4.764951619453729,1,Low
2025-01-13 00:00:00,0,0,0,2.842975603205098,1,Low
2025-01-13 01:00:00,1,0,0,0.13190144053821862,0,Low
2025-01-13 02:00:00,2,0,0,1.3756332489281744,0,Low
2025-01-13 03:00:00,3,0,0,0.5209971960235016,0,Low
2025-01-13 04:00:00,4,0,0,0.2319057291673654,0,Low
2025-01-13 05:00:00,5,0,0,4.548806291063074,1,Low
2025-01-13 06:00:00,6,0,0,3.071046457895142,1,Low
2025-01-13 07:00:00,7,0,0,17.921271214218038,4,Medium
2025-01-13 08:00:00,8,0,0,22.698799626299753,5,High
2025-01-13 09:00:00,9,0,0,20.921898562629828,4,High
2025-01-13 10:00:00,10,0,0,22.43858635651688,4,High
2025-01-13 11:00:00,11,0,0,11.888886525770836,2,Medium
2025-01-13 12:00:00,12,0,0,7.513014967233783,2,Low
2025-01-13 13:00:00,13,0,0,8.319456879409092,2,Medium
2025-01-13 14:00:00,14,0,0,12.241880815369786,2,Medium
2025-01-13 15:00:00,15,0,0,11.831110796300395,2,Medium
2025-01-13 16:00:00,16,0,0,9.937295218107556,2,Medium
2025-01-13 17:00:00,17,0,0,10.351982149926346,2,Medium
2025-01-13 18:00:00,18,0,0,28.832994687365275,6,High
2025-01-13 19:00:00,19,0,0,23.22528583349251,5,High
2025-01-13 20:00:00,20,0,0,26.641292143510114,5,High
2025-01-13 21:00:00,21,0,0,24.39342204269832,5,High
2025-01-13 22:00:00,22,0,0,24.34695639031834,5,High
2025-01-13 23:00:00,23,0,0,5.29633055596157,1,Low
2025-01-14 00:00:00,0,1,0,4.47624904696409,1,Low
2025-01-14 01:00:00,1,1,0,4.440528908001916,1,Low
2025-01-14 02:00:00,2,1,0,5.916436421462987,1,Low
2025-01-14 03:00:00,3,1,0,2.063011524898277,0,Low
2025-01-14 04:00:00,4,1,0,4.045858913884892,1,Low
2025-01-14 05:00:00,5,1,0,1.0691997302196319,0,Low
2025-01-14 06:00:00,6,1,0,2.9724990574653263,1,Low
2025-01-14 07:00:00,7,1,0,19.609570836896946,4,High
2025-01-14 08:00:00,8,1,0,20.290987894978155,4,High
2025-01-14 09:00:00,9,1,0,21.785471076310742,4,High
2025-01-14 10:00:00,10,1,0,17.545337950299583,4,Medium
2025-01-14 11:00:00,11,1,0,16.277161827056382,3,Medium
2025-01-14 12:00:00,12,1,0,6.981947855500894,1,Low
2025-01-14 13:00:00,13,1,0,6.357434161636803,1,Low
2025-01-14 14:00:00,14,1,0,13.474332620500203,3,Medium
2025-01-14 15:00:00,15,1,0,12.374988081888809,2,Medium
2025-01-14 16:00:00,16,1,0,11.872359451156466,2,Medium
2025-01-14 17:00:00,17,1,0,11.88503652779284,2,Medium
2025-01-14 18:00:00,18,1,0,24.963259681459256,5,High
2025-01-14 19:00:00,19,1,0,22.308236885542506,4,High
2025-01-14 20:00:00,20,1,0,25.22741367458118,5,High
2025-01-14 21:00:00,21,1,0,22.968514865463664,5,High
2025-01-14 22:00:00,22,1,0,27.925359200253254,6,High
2025-01-14 23:00:00,23,1,0,1.558827855493584,0,Low
2025-01-15 00:00:00,0,2,0,0.0,0,Low
2025-01-15 01:00:00,1,2,0,1.0358424750410196,0,Low
2025-01-15 02:00:00,2,2,0,3.238794362826873,1,Low
2025-01-15 03:00:00,3,2,0,0.30882634158807587,0,Low
2025-01-15 04:00:00,4,2,0,0.0,0,Low
2025-01-15 05:00:00,5,2,0,2.731061634475737,1,Low
2025-01-15 06:00:00,6,2,0,2.7348997133261683,1,Low
2025-01-15 07:00:00,7,2,0,18.47917047388661,4,High
2025-01-15 08:00:00,8,2,0,18.58688508314503,4,High
2025-01-15 09:00:00,9,2,0,20.69614981207291,4,High
2025-01-15 10:00:00,10,2,0,15.655746975508027,3,Medium
2025-01-15 11:00:00,11,2,0,5.777608676870335,1,Low
2025-01-15 12:00:00,12,2,0,7.844667336242692,2,Low
2025-01-15 13:00:00,13,2,0,9.359658544864459,2,Medium
2025-01-15 14:00:00,14,2,0,10.932722696794015,2,Medium
2025-01-15 15:00:00,15,2,0,14.426068650848656,3,Medium
2025-01-15 16:00:00,16,2,0,12.572978869606057,3,Medium
2025-01-15 17:00:00,17,2,0,9.520184410109719,2,Medium
2025-01-15 18:00:00,18,2,0,24.942951376291933,5,High
2025-01-15 19:00:00,19,2,0,21.992411906086573,4,High
2025-01-15 20:00:00,20,2,0,24.944460592022832,5,High
2025-01-15 21:00:00,21,2,0,24.134024083239584,5,High
2025-01-15 22:00:00,22,2,0,25.968155681014267,5,High
2025-01-15 23:00:00,23,2,0,0.0,0,Low
2025-01-16 00:00:00,0,3,0,3.5580395427235167,1,Low
2025-01-16 01:00:00,1,3,0,6.598216739007733,1,Low
2025-01-16 02:00:00,2,3,0,1.6737195546294272,0,Low
2025-01-16 03:00:00,3,3,0,3.2051351662968246,1,Low
2025-01-16 04:00:00,4,3,0,4.070431975133338,1,Low
2025-01-16 05:00:00,5,3,0,0.7963385843424913,0,Low
2025-01-16 06:00:00,6,3,0,2.6722774454312503,1,Low
2025-01-16 07:00:00,7,3,0,20.037777202345385,4,High
2025-01-16 08:00:00,8,3,0,20.293028295646494,4,High
2025-01-16 09:00:00,9,3,0,17.6809706484336,4,Medium
2025-01-16 10:00:00,10,3,0,20.073530522776828,4,High
2025-01-16 11:00:00,11,3,0,11.49399487373635,2,Medium
2025-01-16 12:00:00,12,3,0,14.353430823385125,3,Medium
2025-01-16 13:00:00,13,3,0,12.87781247825562,3,Medium
2025-01-16 14:00:00,14,3,0,16.45954737253467,3,Medium
2025-01-16 15:00:00,15,3,0,7.697957311335852,2,Low
2025-01-16 16:00:00,16,3,0,12.616961910162034,3,Medium
2025-01-16 17:00:00,17,3,0,10.550026017215055,2,Medium
2025-01-16 18:00:00,18,3,0,31.56940879965302,6,High
2025-01-16 19:00:00,19,3,0,22.575105143934547,5,High
2025-01-16 20:00:00,20,3,0,22.480834473457673,4,High
2025-01-16 21:00:00,21,3,0,23.201822063667933,5,High
2025-01-16 22:00:00,22,3,0,18.62831282707058,4,High
2025-01-16 23:00:00,23,3,0,0.42273493495771675,0,Low
2025-01-17 00:00:00,0,4,0,0.0,0,Low
2025-01-17 01:00:00,1,4,0,2.451181359428623,0,Low
2025-01-17 02:00:00,2,4,0,3.025267927331478,1,Low
2025-01-17 03:00:00,3,4,0,7.628512517647659,2,Low
2025-01-17 04:00:00,4,4,0,4.851271514558151,1,Low
2025-01-17 05:00:00,5,4,0,0.26928903301279083,0,Low
2025-01-17 06:00:00,6,4,0,0.0,0,Low
2025-01-17 07:00:00,7,4,0,21.47575751451952,4,High
2025-01-17 08:00:00,8,4,0,16.039300378938073,3,Medium
2025-01-17 09:00:00,9,4,0,25.49437629756306,5,High
2025-01-17 10:00:00,10,4,0,23.538320362163862,5,High
2025-01-17 11:00:00,11,4,0,8.592473043685885,2,Medium
2025-01-17 12:00:00,12,4,0,4.860596412727368,1,Low
2025-01-17 13:00:00,13,4,0,14.061617122496239,3,Medium
2025-01-17 14:00:00,14,4,0,9.656380464242146,2,Medium
2025-01-17 15:00:00,15,4,0,13.713448935920386,3,Medium
2025-01-17 16:00:00,16,4,0,5.216717023616899,1,Low
2025-01-17 17:00:00,17,4,0,8.201874931138681,2,Medium
2025-01-17 18:00:00,18,4,0,25.01573109915455,5,High
2025-01-17 19:00:00,19,4,0,25.140941781294227,5,High
2025-01-17 20:00:00,20,4,0,23.649803585562267,5,High
2025-01-17 21:00:00,21,4,0,26.868549797042498,5,High
2025-01-17 22:00:00,22,4,0,21.797138711852217,4,High
2025-01-17 23:00:00,23,4,0,1.5728615449361194,0,Low
2025-01-18 00:00:00,0,5,1,3.3608868951356965,1,Low
2025-01-18 01:00:00,1,5,1,4.543316502176247,1,Low
2025-01-18 02:00:00,2,5,1,5.13484463426667,1,Low
2025-01-18 03:00:00,3,5,1,0.0,0,Low
2025-01-18 04:00:00,4,5,1,0.0,0,Low
2025-01-18 05:00:00,5,5,1,6.833030465695527,1,Low
2025-01-18 06:00:00,6,5,1,3.996942035938775,1,Low
2025-01-18 07:00:00,7,5,1,27.75454039033034,6,High
2025-01-18 08:00:00,8,5,1,34.65345592656757,7,High
2025-01-18 09:00:00,9,5,1,30.347023902878576,6,High
2025-01-18 10:00:00,10,5,1,33.53789155219148,7,High
2025-01-18 11:00:00,11,5,1,15.202555444230327,3,Medium
2025-01-18 12:00:00,12,5,1,21.18224377464596,4,High
2025-01-18 13:00:00,13,5,1,20.266022527329614,4,High
2025-01-18 14:00:00,14,5,1,14.25310755456278,3,Medium
2025-01-18 15:00:00,15,5,1,17.914712852863065,4,Medium
2025-01-18 16:00:00,16,5,1,16.936127848755444,3,Medium
2025-01-18 17:00:00,17,5,1,19.105894672597046,4,High
2025-01-18 18:00:00,18,5,1,34.605229618259685,7,High
2025-01-18 19:00:00,19,5,1,39.558154379995315,8,High
2025-01-18 20:00:00,20,5,1,40.675273460548766,8,High
2025-01-18 21:00:00,21,5,1,32.223781540730656,6,High
2025-01-18 22:00:00,22,5,1,33.95022446200267,7,High
2025-01-18 23:00:00,23,5,1,0.0,0,Low
2025-01-19 00:00:00,0,6,1,2.1917794966663267,0,Low
2025-01-19 01:00:00,1,6,1,5.152626767387887,1,Low
2025-01-19 02:00:00,2,6,1,7.5070711562880845,2,Low
2025-01-19 03:00:00,3,6,1,3.2222843412593254,1,Low
2025-01-19 04:00:00,4,6,1,7.885846636713875,2,Low
2025-01-19 05:00:00,5,6,1,0.0,0,Low
2025-01-19 06:00:00,6,6,1,0.0,0,Low
