timestamp,usage_kwh,hour,day_of_week,is_weekend
2025-01-09 08:00:00,57.54324518604195,8,3,0
2025-01-09 09:00:00,53.98952229370736,9,3,0
2025-01-09 10:00:00,57.453870836601844,10,3,0
2025-01-09 11:00:00,57.45231300520454,11,3,0
2025-01-09 12:00:00,61.81836964786194,12,3,0
2025-01-09 13:00:00,56.269585423739805,13,3,0
2025-01-09 14:00:00,65.72435742691098,14,3,0
2025-01-09 15:00:00,68.59197898823746,15,3,0
2025-01-09 16:00:00,55.8696289297479,16,3,0
2025-01-09 17:00:00,61.07991808866708,17,3,0
2025-01-09 18:00:00,56.84940821174482,18,3,0
2025-01-09 19:00:00,9.880385588913086,19,3,0
2025-01-09 20:00:00,10.369278914444205,20,3,0
2025-01-09 21:00:00,13.48103413665277,21,3,0
2025-01-09 22:00:00,13.177172655363684,22,3,0
2025-01-09 23:00:00,13.94822147979823,23,3,0
2025-01-10 00:00:00,11.038633348036875,0,4,0
2025-01-10 01:00:00,13.375485272836448,1,4,0
2025-01-10 02:00:00,11.116623296415884,2,4,0
2025-01-10 03:00:00,17.168840147266582,3,4,0
2025-01-10 04:00:00,13.058800927234813,4,4,0
2025-01-10 05:00:00,10.019602212923562,5,4,0
2025-01-10 06:00:00,9.302551685678372,6,4,0
2025-01-10 07:00:00,11.706794215757984,7,4,0
2025-01-10 08:00:00,60.16181345140256,8,4,0
2025-01-10 09:00:00,61.72454875180276,9,4,0
2025-01-10 10:00:00,66.22376247801401,10,4,0
2025-01-10 11:00:00,66.65719281849442,11,4,0
2025-01-10 12:00:00,64.75769744872483,12,4,0
2025-01-10 13:00:00,56.843528982663656,13,4,0
2025-01-10 14:00:00,51.141033301556625,14,4,0
2025-01-10 15:00:00,65.0127150157341,15,4,0
2025-01-10 16:00:00,63.8942571244261,16,4,0
2025-01-10 17:00:00,59.46514670683296,17,4,0
2025-01-10 18:00:00,60.4721629789174,18,4,0
2025-01-10 19:00:00,13.380360019078651,19,4,0
2025-01-10 20:00:00,13.911855267742014,20,4,0
2025-01-10 21:00:00,11.740496448306304,21,4,0
2025-01-10 22:00:00,14.622308795282283,22,4,0
2025-01-10 23:00:00,14.12465347503306,23,4,0
2025-01-11 00:00:00,2.6737686241734147,0,5,1
2025-01-11 01:00:00,4.159600819625732,1,5,1
2025-01-11 02:00:00,2.427713537143132,2,5,1
2025-01-11 03:00:00,4.138308617663831,3,5,1
2025-01-11 04:00:00,1.7848772786401197,4,5,1
2025-01-11 05:00:00,1.073741734777635,5,5,1
2025-01-11 06:00:00,2.108978255207397,6,5,1
2025-01-11 07:00:00,3.7520923195375975,7,5,1
2025-01-11 08:00:00,12.244252408526053,8,5,1
2025-01-11 09:00:00,12.519026462484215,9,5,1
2025-01-11 10:00:00,10.496003902079469,10,5,1
2025-01-11 11:00:00,12.30997681414532,11,5,1
2025-01-11 12:00:00,11.764085420480283,12,5,1
2025-01-11 13:00:00,9.646232034587731,13,5,1
2025-01-11 14:00:00,13.20190407182925,14,5,1
2025-01-11 15:00:00,12.38175108538645,15,5,1
2025-01-11 16:00:00,10.06116037830895,16,5,1
2025-01-11 17:00:00,9.186666481819758,17,5,1
2025-01-11 18:00:00,12.088575916333273,18,5,1
2025-01-11 19:00:00,2.6817418576874212,19,5,1
2025-01-11 20:00:00,0.3363392832464572,20,5,1
2025-01-11 21:00:00,1.123381452257967,21,5,1
2025-01-11 22:00:00,2.623416082009046,22,5,1
2025-01-11 23:00:00,1.7284187001459623,23,5,1
2025-01-12 00:00:00,3.5464572818772533,0,6,1
2025-01-12 01:00:00,2.568629603245516,1,6,1
2025-01-12 02:00:00,2.3242519496063743,2,6,1
2025-01-12 03:00:00,5.192917318861754,3,6,1
2025-01-12 04:00:00,1.551249601994187,4,6,1
2025-01-12 05:00:00,1.575816753826951,5,6,1
2025-01-12 06:00:00,1.979627619391474,6,6,1
2025-01-12 07:00:00,2.5191358343017183,7,6,1
2025-01-12 08:00:00,12.575408256834173,8,6,1
2025-01-12 09:00:00,10.204797492505792,9,6,1
2025-01-12 10:00:00,14.220186777671083,10,6,1
2025-01-12 11:00:00,12.310402047056977,11,6,1
2025-01-12 12:00:00,13.163431735666872,12,6,1
2025-01-12 13:00:00,11.07923807913564,13,6,1
2025-01-12 14:00:00,12.956046744369003,14,6,1
2025-01-12 15:00:00,14.292815295992112,15,6,1
2025-01-12 16:00:00,12.967543594201954,16,6,1
2025-01-12 17:00:00,12.668858734293945,17,6,1
2025-01-12 18:00:00,12.200725733384127,18,6,1
2025-01-12 19:00:00,2.273354765933633,19,6,1
2025-01-12 20:00:00,3.5054208470477755,20,6,1
2025-01-12 21:00:00,1.7489946236411362,21,6,1
2025-01-12 22:00:00,0.41322540215690545,22,6,1
2025-01-12 23:00:00,1.420186073121595,23,6,1
2025-01-13 00:00:00,15.51449570164886,0,0,0
2025-01-13 01:00:00,8.47394503075679,1,0,0
2025-01-13 02:00:00,14.250158107640775,2,0,0
2025-01-13 03:00:00,11.51933111425207,3,0,0
2025-01-13 04:00:00,8.480895131243845,4,0,0
2025-01-13 05:00:00,12.226936605532645,5,0,0
2025-01-13 06:00:00,15.83269937887026,6,0,0
2025-01-13 07:00:00,14.716904170150707,7,0,0
2025-01-13 08:00:00,60.40008825898856,8,0,0
2025-01-13 09:00:00,61.06371099487766,9,0,0
2025-01-13 10:00:00,65.59903811298629,10,0,0
2025-01-13 11:00:00,52.416825451575804,11,0,0
2025-01-13 12:00:00,52.91075185940462,12,0,0
2025-01-13 13:00:00,58.589598133176885,13,0,0
2025-01-13 14:00:00,55.79762096603921,14,0,0
2025-01-13 15:00:00,61.99755856449984,15,0,0
2025-01-13 16:00:00,66.4945874415721,16,0,0
2025-01-13 17:00:00,62.791823856411945,17,0,0
2025-01-13 18:00:00,58.02297380750406,18,0,0
2025-01-13 19:00:00,10.940177118141566,19,0,0
2025-01-13 20:00:00,11.176136617387822,20,0,0
2025-01-13 21:00:00,8.71121258378809,21,0,0
2025-01-13 22:00:00,8.970482877705896,22,0,0
2025-01-13 23:00:00,11.749530601398714,23,0,0
2025-01-14 00:00:00,10.253382324203118,0,1,0
2025-01-14 01:00:00,14.383567430735782,1,1,0
2025-01-14 02:00:00,8.606715070979755,2,1,0
2025-01-14 03:00:00,13.080017598608082,3,1,0
2025-01-14 04:00:00,16.490095788227535,4,1,0
2025-01-14 05:00:00,13.526869246074122,5,1,0
2025-01-14 06:00:00,17.413364374963063,6,1,0
2025-01-14 07:00:00,13.132224664797805,7,1,0
2025-01-14 08:00:00,59.32646419130005,8,1,0
2025-01-14 09:00:00,61.784318819259944,9,1,0
2025-01-14 10:00:00,58.87824356553794,10,1,0
2025-01-14 11:00:00,64.89872498065444,11,1,0
2025-01-14 12:00:00,62.54602326427157,12,1,0
2025-01-14 13:00:00,60.793334800145146,13,1,0
2025-01-14 14:00:00,53.821317217627445,14,1,0
2025-01-14 15:00:00,59.84583403984821,15,1,0
2025-01-14 16:00:00,58.3703194928223,16,1,0
2025-01-14 17:00:00,57.33579829051146,17,1,0
2025-01-14 18:00:00,52.98071719572712,18,1,0
2025-01-14 19:00:00,11.347767100375203,19,1,0
2025-01-14 20:00:00,12.660556635466216,20,1,0
2025-01-14 21:00:00,14.69864690987314,21,1,0
2025-01-14 22:00:00,8.72527401649632,22,1,0
2025-01-14 23:00:00,7.771432698599017,23,1,0
2025-01-15 00:00:00,12.081798056537684,0,2,0
2025-01-15 01:00:00,13.618254330056287,1,2,0
2025-01-15 02:00:00,12.851151982248354,2,2,0
2025-01-15 03:00:00,8.85773368223311,3,2,0
2025-01-15 04:00:00,16.743263807833113,4,2,0
2025-01-15 05:00:00,10.791025227258379,5,2,0
2025-01-15 06:00:00,13.561138503964255,6,2,0
2025-01-15 07:00:00,12.087552051543422,7,2,0
2025-01-15 08:00:00,45.08956780946472,8,2,0
2025-01-15 09:00:00,69.83256264563443,9,2,0
2025-01-15 10:00:00,64.9721134937588,10,2,0
2025-01-15 11:00:00,60.73471877319536,11,2,0
2025-01-15 12:00:00,66.7349741832479,12,2,0
2025-01-15 13:00:00,62.047871648596505,13,2,0
2025-01-15 14:00:00,70.04230575985127,14,2,0
2025-01-15 15:00:00,69.43468656593164,15,2,0
2025-01-15 16:00:00,57.86533845380071,16,2,0
2025-01-15 17:00:00,53.17334693400896,17,2,0
2025-01-15 18:00:00,61.15246100149001,18,2,0
2025-01-15 19:00:00,13.093716216526479,19,2,0
2025-01-15 20:00:00,8.503179809818707,20,2,0
2025-01-15 21:00:00,8.609810217527416,21,2,0
2025-01-15 22:00:00,12.878977984902725,22,2,0
2025-01-15 23:00:00,13.35547537382578,23,2,0
2025-01-16 00:00:00,12.146494955009032,0,3,0
2025-01-16 01:00:00,15.556421729201096,1,3,0
2025-01-16 02:00:00,13.624504637797813,2,3,0
2025-01-16 03:00:00,13.415378001332376,3,3,0
2025-01-16 04:00:00,11.813145327777834,4,3,0
2025-01-16 05:00:00,13.636121848080586,5,3,0
2025-01-16 06:00:00,16.085423171198265,6,3,0
2025-01-16 07:00:00,10.181743298364717,7,3,0
2025-01-16 08:00:00,62.26729400303711,8,3,0
2025-01-16 09:00:00,58.53668964096909,9,3,0
2025-01-16 10:00:00,69.45616421097036,10,3,0
2025-01-16 11:00:00,56.2260520686446,11,3,0
2025-01-16 12:00:00,60.38423982010514,12,3,0
2025-01-16 13:00:00,57.15779627610136,13,3,0
2025-01-16 14:00:00,56.686746111838374,14,3,0
2025-01-16 15:00:00,57.53491496899204,15,3,0
2025-01-16 16:00:00,57.346601993493614,16,3,0
2025-01-16 17:00:00,71.93518093953038,17,3,0
2025-01-16 18:00:00,53.453864542102586,18,3,0
2025-01-16 19:00:00,11.274383272171656,19,3,0
2025-01-16 20:00:00,8.851601913118708,20,3,0
2025-01-16 21:00:00,7.951548988808947,21,3,0
2025-01-16 22:00:00,14.256631838080613,22,3,0
2025-01-16 23:00:00,11.776912047429965,23,3,0
2025-01-17 00:00:00,11.924845524115867,0,4,0
2025-01-17 01:00:00,14.524402173492092,1,4,0
2025-01-17 02:00:00,13.30134546076289,2,4,0
2025-01-17 03:00:00,12.22234411942579,3,4,0
2025-01-17 04:00:00,13.906837188925257,4,4,0
2025-01-17 05:00:00,12.601622409703106,5,4,0
2025-01-17 06:00:00,12.710359689058608,6,4,0
2025-01-17 07:00:00,11.312134889800049,7,4,0
2025-01-17 08:00:00,61.74191749516399,8,4,0
2025-01-17 09:00:00,67.00501201437906,9,4,0
2025-01-17 10:00:00,63.785877363702255,10,4,0
2025-01-17 11:00:00,70.53987168341628,11,4,0
2025-01-17 12:00:00,64.35831224352474,12,4,0
2025-01-17 13:00:00,61.28872731974777,13,4,0
2025-01-17 14:00:00,61.299844233125185,14,4,0
2025-01-17 15:00:00,68.65331129433221,15,4,0
2025-01-17 16:00:00,63.686528675683476,16,4,0
2025-01-17 17:00:00,66.15205455395332,17,4,0
2025-01-17 18:00:00,70.1206597762596,18,4,0
2025-01-17 19:00:00,10.903561279837911,19,4,0
2025-01-17 20:00:00,11.501007362928537,20,4,0
2025-01-17 21:00:00,11.100339949498403,21,4,0
2025-01-17 22:00:00,7.573769307277014,22,4,0
2025-01-17 23:00:00,13.196757070759842,23,4,0
2025-01-18 00:00:00,1.977793868551143,0,5,1
2025-01-18 01:00:00,3.9704655738661403,1,5,1
2025-01-18 02:00:00,2.392382686747858,2,5,1
2025-01-18 03:00:00,2.0794616752051525,3,5,1
2025-01-18 04:00:00,2.3335387663056593,4,5,1
2025-01-18 05:00:00,1.247050541404183,5,5,1
2025-01-18 06:00:00,1.8169793512499373,6,5,1
2025-01-18 07:00:00,2.429507101848886,7,5,1
2025-01-18 08:00:00,11.023045817280096,8,5,1
2025-01-18 09:00:00,12.675048185498339,9,5,1
2025-01-18 10:00:00,11.272364621848208,10,5,1
2025-01-18 11:00:00,9.80110716520921,11,5,1
2025-01-18 12:00:00,12.641173913703543,12,5,1
2025-01-18 13:00:00,13.931255583155913,13,5,1
2025-01-18 14:00:00,12.355006452312207,14,5,1
2025-01-18 15:00:00,11.008499295219801,15,5,1
2025-01-18 16:00:00,7.45523527379263,16,5,1
2025-01-18 17:00:00,13.73115142239556,17,5,1
2025-01-18 18:00:00,8.583497534832832,18,5,1
2025-01-18 19:00:00,4.516268368860214,19,5,1
2025-01-18 20:00:00,4.970203511996144,20,5,1
2025-01-18 21:00:00,2.168850982503962,21,5,1
2025-01-18 22:00:00,3.9113437393921444,22,5,1
2025-01-18 23:00:00,0.3682957843800936,23,5,1
2025-01-19 00:00:00,3.4026551795378697,0,6,1
2025-01-19 01:00:00,2.5155863733106014,1,6,1
2025-01-19 02:00:00,3.449525959053823,2,6,1
2025-01-19 03:00:00,2.3944720181427903,3,6,1
2025-01-19 04:00:00,0.0,4,6,1
2025-01-19 05:00:00,1.2910363636155702,5,6,1
2025-01-19 06:00:00,4.019271030537846,6,6,1
2025-01-19 07:00:00,2.998850499472818,7,6,1
2025-01-19 08:00:00,9.489369039816651,8,6,1
2025-01-19 09:00:00,7.34935779349739,9,6,1
2025-01-19 10:00:00,13.486135947288783,10,6,1
2025-01-19 11:00:00,13.808789630700213,11,6,1
2025-01-19 12:00:00,10.715325443260113,12,6,1
2025-01-19 13:00:00,12.25180763536075,13,6,1
2025-01-19 14:00:00,16.006778930622072,14,6,1
2025-01-19 15:00:00,9.108154135956354,15,6,1
2025-01-19 16:00:00,9.772537029197805,16,6,1
2025-01-19 17:00:00,11.127425107643262,17,6,1
2025-01-19 18:00:00,12.115902633676093,18,6,1
2025-01-19 19:00:00,0.7510331834733831,19,6,1
2025-01-19 20:00:00,3.519040481256054,20,6,1
2025-01-19 21:00:00,2.096269984528773,21,6,1
2025-01-19 22:00:00,0.8610737055960257,22,6,1
2025-01-19 23:00:00,0.7457187536732635,23,6,1
2025-01-20 00:00:00,13.950319353950286,0,0,0
2025-01-20 01:00:00,11.369262092329953,1,0,0
2025-01-20 02:00:00,11.34948451639998,2,0,0
2025-01-20 03:00:00,15.598683022993917,3,0,0
2025-01-20 04:00:00,12.321600932264145,4,0,0
2025-01-20 05:00:00,12.321066710319764,5,0,0
2025-01-20 06:00:00,9.75360605124613,6,0,0
2025-01-20 07:00:00,10.506014380893198,7,0,0
2025-01-20 08:00:00,56.847347948416235,8,0,0
2025-01-20 09:00:00,54.386724293498396,9,0,0
2025-01-20 10:00:00,63.89762647916759,10,0,0
2025-01-20 11:00:00,63.05990133309653,11,0,0
2025-01-20 12:00:00,55.594777733928524,12,0,0
2025-01-20 13:00:00,65.38279678181419,13,0,0
2025-01-20 14:00:00,66.10066453326611,14,0,0
2025-01-20 15:00:00,53.0649394654702,15,0,0
2025-01-20 16:00:00,51.07124346300938,16,0,0
2025-01-20 17:00:00,66.13064652011087,17,0,0
2025-01-20 18:00:00,62.53829722746476,18,0,0
2025-01-20 19:00:00,8.632831040511318,19,0,0
2025-01-20 20:00:00,13.067277336208573,20,0,0
2025-01-20 21:00:00,12.881794559452738,21,0,0
2025-01-20 22:00:00,12.92537568198196,22,0,0
2025-01-20 23:00:00,16.296992105726236,23,0,0
2025-01-21 00:00:00,7.7005019194620505,0,1,0
2025-01-21 01:00:00,12.233159176970112,1,1,0
2025-01-21 02:00:00,9.582879198618667,2,1,0
2025-01-21 03:00:00,6.564010530036297,3,1,0
2025-01-21 04:00:00,14.643994492706438,4,1,0
2025-01-21 05:00:00,12.989268013059432,5,1,0
2025-01-21 06:00:00,12.04832786080406,6,1,0
2025-01-21 07:00:00,14.626873578866732,7,1,0
2025-01-21 08:00:00,53.893251268900904,8,1,0
2025-01-21 09:00:00,58.66329740685232,9,1,0
2025-01-21 10:00:00,61.648826189966634,10,1,0
2025-01-21 11:00:00,68.70649124543412,11,1,0
2025-01-21 12:00:00,55.436001698163665,12,1,0
2025-01-21 13:00:00,60.05824502237117,13,1,0
2025-01-21 14:00:00,46.57158779625606,14,1,0
2025-01-21 15:00:00,47.82347194588061,15,1,0
2025-01-21 16:00:00,53.28876054945981,16,1,0
2025-01-21 17:00:00,67.13507486583816,17,1,0
2025-01-21 18:00:00,67.11489516666668,18,1,0
2025-01-21 19:00:00,13.99509282187213,19,1,0
2025-01-21 20:00:00,10.77242365808443,20,1,0
2025-01-21 21:00:00,13.305301277901203,21,1,0
2025-01-21 22:00:00,14.865699662146914,22,1,0
2025-01-21 23:00:00,6.968157654506332,23,1,0
2025-01-22 00:00:00,13.448375942017693,0,2,0
2025-01-22 01:00:00,11.435144552019338,1,2,0
2025-01-22 02:00:00,7.8690716699199985,2,2,0
2025-01-22 03:00:00,12.460767057690454,3,2,0
2025-01-22 04:00:00,14.5555075454764,4,2,0
2025-01-22 05:00:00,15.936054394431219,5,2,0
2025-01-22 06:00:00,13.50877611760708,6,2,0
2025-01-22 07:00:00,12.266786950352515,7,2,0
2025-01-22 08:00:00,66.2718710527633,8,2,0
2025-01-22 09:00:00,58.30619884063237,9,2,0
2025-01-22 10:00:00,62.641933526052995,10,2,0
