timestamp,day_of_week,hour_of_day,temperature,precipitation,load
2025-07-08 03:53:36.334338,1,3,22.3,0.0,9
2025-07-08 04:53:36.334338,1,4,18.8,0.0,0
2025-07-08 05:53:36.334338,1,5,22.3,0.0,18
2025-07-08 06:53:36.334338,1,6,26.7,2.09,32
2025-07-08 07:53:36.334338,1,7,26.0,0.0,0
2025-07-08 08:53:36.334338,1,8,24.9,0.0,59
2025-07-08 09:53:36.334338,1,9,26.7,0.93,80
2025-07-08 10:53:36.334338,1,10,30.3,1.18,89
2025-07-08 11:53:36.334338,1,11,28.0,0.0,291
2025-07-08 12:53:36.334338,1,12,30.1,0.0,261
2025-07-08 13:53:36.334338,1,13,29.6,0.0,220
2025-07-08 14:53:36.334338,1,14,27.7,0.0,265
2025-07-08 15:53:36.334338,1,15,32.5,0.0,33
2025-07-08 16:53:36.334338,1,16,28.5,0.0,10
2025-07-08 17:53:36.334338,1,17,22.0,0.0,149
2025-07-08 18:53:36.334338,1,18,25.1,0.0,93
2025-07-08 19:53:36.334338,1,19,22.2,0.0,138
2025-07-08 20:53:36.334338,1,20,24.0,0.0,0
2025-07-08 21:53:36.334338,1,21,19.7,0.0,11
2025-07-08 22:53:36.334338,1,22,20.3,0.0,0
2025-07-08 23:53:36.334338,1,23,21.0,0.0,22
2025-07-09 00:53:36.334338,2,0,21.6,0.0,5
2025-07-09 01:53:36.334338,2,1,17.7,1.56,15
2025-07-09 02:53:36.334338,2,2,19.9,0.0,8
2025-07-09 03:53:36.334338,2,3,20.4,0.0,1
2025-07-09 04:53:36.334338,2,4,21.1,0.55,14
2025-07-09 05:53:36.334338,2,5,27.2,0.0,0
2025-07-09 06:53:36.334338,2,6,25.8,0.0,21
2025-07-09 07:53:36.334338,2,7,23.8,0.0,17
2025-07-09 08:53:36.334338,2,8,29.4,0.0,72
2025-07-09 09:53:36.334338,2,9,32.8,0.0,50
2025-07-09 10:53:36.334338,2,10,31.5,0.0,50
2025-07-09 11:53:36.334338,2,11,26.9,0.0,185
2025-07-09 12:53:36.334338,2,12,29.1,0.99,194
2025-07-09 13:53:36.334338,2,13,32.5,0.0,333
2025-07-09 14:53:36.334338,2,14,28.0,0.0,273
2025-07-09 15:53:36.334338,2,15,29.6,0.0,49
2025-07-09 16:53:36.334338,2,16,29.2,0.0,29
2025-07-09 17:53:36.334338,2,17,24.6,0.0,136
2025-07-09 18:53:36.334338,2,18,25.1,0.0,98
2025-07-09 19:53:36.334338,2,19,17.4,0.0,138
2025-07-09 20:53:36.334338,2,20,20.7,0.0,0
2025-07-09 21:53:36.334338,2,21,21.2,0.0,0
2025-07-09 22:53:36.334338,2,22,18.4,2.23,34
2025-07-09 23:53:36.334338,2,23,23.7,0.0,4
2025-07-10 00:53:36.334338,3,0,17.4,0.0,9
2025-07-10 01:53:36.334338,3,1,19.6,0.0,2
2025-07-10 02:53:36.334338,3,2,21.3,0.0,6
2025-07-10 03:53:36.334338,3,3,24.7,0.0,16
2025-07-10 04:53:36.334338,3,4,20.0,0.0,0
2025-07-10 05:53:36.334338,3,5,26.4,0.0,16
2025-07-10 06:53:36.334338,3,6,25.4,0.0,0
2025-07-10 07:53:36.334338,3,7,24.8,0.0,10
2025-07-10 08:53:36.334338,3,8,28.9,0.0,36
2025-07-10 09:53:36.334338,3,9,29.4,0.0,17
2025-07-10 10:53:36.334338,3,10,28.6,1.73,67
2025-07-10 11:53:36.334338,3,11,30.5,0.0,271
2025-07-10 12:53:36.334338,3,12,29.7,0.0,253
2025-07-10 13:53:36.334338,3,13,30.6,0.0,318
2025-07-10 14:53:36.334338,3,14,31.2,0.0,298
2025-07-10 15:53:36.334338,3,15,32.3,0.0,59
2025-07-10 16:53:36.334338,3,16,25.6,0.7,52
2025-07-10 17:53:36.334338,3,17,31.2,0.0,123
2025-07-10 18:53:36.334338,3,18,21.7,0.58,41
2025-07-10 19:53:36.334338,3,19,24.0,0.0,92
2025-07-10 20:53:36.334338,3,20,24.3,0.0,9
2025-07-10 21:53:36.334338,3,21,22.7,0.0,24
2025-07-10 22:53:36.334338,3,22,20.1,0.0,3
2025-07-10 23:53:36.334338,3,23,20.5,0.0,0
2025-07-11 00:53:36.334338,4,0,19.7,0.0,3
2025-07-11 01:53:36.334338,4,1,19.7,0.0,7
2025-07-11 02:53:36.334338,4,2,23.1,0.0,0
2025-07-11 03:53:36.334338,4,3,23.0,0.0,22
2025-07-11 04:53:36.334338,4,4,21.9,1.63,28
2025-07-11 05:53:36.334338,4,5,26.3,0.0,7
2025-07-11 06:53:36.334338,4,6,26.4,0.0,0
2025-07-11 07:53:36.334338,4,7,28.8,0.0,0
2025-07-11 08:53:36.334338,4,8,29.6,0.0,70
2025-07-11 09:53:36.334338,4,9,27.8,0.5,76
2025-07-11 10:53:36.334338,4,10,29.1,0.0,38
2025-07-11 11:53:36.334338,4,11,32.2,2.13,259
2025-07-11 12:53:36.334338,4,12,32.2,0.0,290
2025-07-11 13:53:36.334338,4,13,30.7,0.0,246
2025-07-11 14:53:36.334338,4,14,30.5,0.0,285
2025-07-11 15:53:36.334338,4,15,32.1,0.0,46
2025-07-11 16:53:36.334338,4,16,27.3,0.0,37
2025-07-11 17:53:36.334338,4,17,28.4,1.14,147
2025-07-11 18:53:36.334338,4,18,25.6,0.0,95
2025-07-11 19:53:36.334338,4,19,24.3,0.0,148
2025-07-11 20:53:36.334338,4,20,25.8,0.0,16
2025-07-11 21:53:36.334338,4,21,24.2,0.0,0
2025-07-11 22:53:36.334338,4,22,23.4,0.0,0
2025-07-11 23:53:36.334338,4,23,23.9,0.0,0
2025-07-12 00:53:36.334338,5,0,21.2,0.0,0
2025-07-12 01:53:36.334338,5,1,22.7,0.0,0
2025-07-12 02:53:36.334338,5,2,21.2,0.0,0
2025-07-12 03:53:36.334338,5,3,23.3,0.0,0
2025-07-12 04:53:36.334338,5,4,23.4,0.0,0
2025-07-12 05:53:36.334338,5,5,25.1,1.48,0
2025-07-12 06:53:36.334338,5,6,27.4,0.0,0
2025-07-12 07:53:36.334338,5,7,25.9,0.0,0
2025-07-12 08:53:36.334338,5,8,32.9,1.47,0
2025-07-12 09:53:36.334338,5,9,27.8,0.0,0
2025-07-12 10:53:36.334338,5,10,28.2,0.0,6
2025-07-12 11:53:36.334338,5,11,33.5,0.0,168
2025-07-12 12:53:36.334338,5,12,32.9,0.0,162
2025-07-12 13:53:36.334338,5,13,32.4,0.0,151
2025-07-12 14:53:36.334338,5,14,31.9,0.0,141
2025-07-12 15:53:36.334338,5,15,29.9,0.0,0
2025-07-12 16:53:36.334338,5,16,27.1,0.65,0
2025-07-12 17:53:36.334338,5,17,27.9,0.0,6
2025-07-12 18:53:36.334338,5,18,25.1,0.0,56
2025-07-12 19:53:36.334338,5,19,27.1,0.0,27
2025-07-12 20:53:36.334338,5,20,23.7,0.0,0
2025-07-12 21:53:36.334338,5,21,21.3,0.0,0
2025-07-12 22:53:36.334338,5,22,21.5,0.0,0
2025-07-12 23:53:36.334338,5,23,22.5,0.0,0
2025-07-13 00:53:36.334338,6,0,20.4,0.0,0
2025-07-13 01:53:36.334338,6,1,20.1,0.0,0
2025-07-13 02:53:36.334338,6,2,22.7,0.0,0
2025-07-13 03:53:36.334338,6,3,23.5,3.0,0
2025-07-13 04:53:36.334338,6,4,23.1,0.0,0
2025-07-13 05:53:36.334338,6,5,24.4,0.92,0
2025-07-13 06:53:36.334338,6,6,27.1,0.0,0
2025-07-13 07:53:36.334338,6,7,25.0,2.24,0
2025-07-13 08:53:36.334338,6,8,26.3,0.0,0
2025-07-13 09:53:36.334338,6,9,28.8,0.0,0
2025-07-13 10:53:36.334338,6,10,30.6,0.0,0
2025-07-13 11:53:36.334338,6,11,32.1,0.0,128
2025-07-13 12:53:36.334338,6,12,34.7,0.0,205
2025-07-13 13:53:36.334338,6,13,33.3,0.0,145
2025-07-13 14:53:36.334338,6,14,30.7,0.0,158
2025-07-13 15:53:36.334338,6,15,30.3,0.0,0
2025-07-13 16:53:36.334338,6,16,27.3,0.0,0
2025-07-13 17:53:36.334338,6,17,28.0,0.0,0
2025-07-13 18:53:36.334338,6,18,26.2,0.0,88
2025-07-13 19:53:36.334338,6,19,26.2,0.0,37
2025-07-13 20:53:36.334338,6,20,22.7,0.0,0
2025-07-13 21:53:36.334338,6,21,24.3,0.0,0
2025-07-13 22:53:36.334338,6,22,25.6,0.0,0
2025-07-13 23:53:36.334338,6,23,21.8,0.0,0
2025-07-14 00:53:36.334338,0,0,22.7,0.0,0
2025-07-14 01:53:36.334338,0,1,23.5,0.0,7
2025-07-14 02:53:36.334338,0,2,21.8,2.36,45
2025-07-14 03:53:36.334338,0,3,23.9,0.0,9
2025-07-14 04:53:36.334338,0,4,24.5,0.0,0
2025-07-14 05:53:36.334338,0,5,25.9,0.0,3
2025-07-14 06:53:36.334338,0,6,25.4,0.0,0
2025-07-14 07:53:36.334338,0,7,28.3,0.0,24
2025-07-14 08:53:36.334338,0,8,30.5,0.0,48
2025-07-14 09:53:36.334338,0,9,33.5,0.0,35
2025-07-14 10:53:36.334338,0,10,33.3,0.0,43
2025-07-14 11:53:36.334338,0,11,36.2,0.0,312
2025-07-14 12:53:36.334338,0,12,30.5,0.0,237
2025-07-14 13:53:36.334338,0,13,33.7,0.58,272
2025-07-14 14:53:36.334338,0,14,31.8,0.0,309
2025-07-14 15:53:36.334338,0,15,35.0,0.0,17
2025-07-14 16:53:36.334338,0,16,28.0,0.0,19
2025-07-14 17:53:36.334338,0,17,26.8,0.0,101
2025-07-14 18:53:36.334338,0,18,26.0,0.0,144
2025-07-14 19:53:36.334338,0,19,21.6,0.0,117
2025-07-14 20:53:36.334338,0,20,23.6,0.0,17
2025-07-14 21:53:36.334338,0,21,22.2,0.0,15
2025-07-14 22:53:36.334338,0,22,23.2,0.0,12
2025-07-14 23:53:36.334338,0,23,23.1,0.0,10
2025-07-15 00:53:36.334338,1,0,26.0,0.0,0
2025-07-15 01:53:36.334338,1,1,24.3,0.0,0
2025-07-15 02:53:36.334338,1,2,21.8,0.0,25
2025-07-15 03:53:36.334338,1,3,22.0,0.0,11
2025-07-15 04:53:36.334338,1,4,25.8,0.0,16
2025-07-15 05:53:36.334338,1,5,23.4,0.0,1
2025-07-15 06:53:36.334338,1,6,31.0,0.0,10
2025-07-15 07:53:36.334338,1,7,31.0,0.0,10
2025-07-15 08:53:36.334338,1,8,28.9,0.0,83
2025-07-15 09:53:36.334338,1,9,27.5,0.0,86
2025-07-15 10:53:36.334338,1,10,34.4,0.0,45
2025-07-15 11:53:36.334338,1,11,32.0,0.0,201
2025-07-15 12:53:36.334338,1,12,34.9,0.0,205
2025-07-15 13:53:36.334338,1,13,29.1,0.0,209
2025-07-15 14:53:36.334338,1,14,30.6,0.0,273
2025-07-15 15:53:36.334338,1,15,31.0,1.83,35
2025-07-15 16:53:36.334338,1,16,30.1,0.59,80
2025-07-15 17:53:36.334338,1,17,27.9,0.0,153
2025-07-15 18:53:36.334338,1,18,28.7,0.0,111
2025-07-15 19:53:36.334338,1,19,24.1,0.0,175
2025-07-15 20:53:36.334338,1,20,24.7,0.0,21
2025-07-15 21:53:36.334338,1,21,24.2,0.64,0
2025-07-15 22:53:36.334338,1,22,24.3,0.0,0
2025-07-15 23:53:36.334338,1,23,24.2,0.61,10
2025-07-16 00:53:36.334338,2,0,20.3,0.0,25
2025-07-16 01:53:36.334338,2,1,19.7,0.69,24
2025-07-16 02:53:36.334338,2,2,25.8,0.0,1
2025-07-16 03:53:36.334338,2,3,24.8,0.0,0
2025-07-16 04:53:36.334338,2,4,23.6,0.0,7
2025-07-16 05:53:36.334338,2,5,29.5,0.0,0
2025-07-16 06:53:36.334338,2,6,27.9,0.0,1
2025-07-16 07:53:36.334338,2,7,31.3,0.0,0
2025-07-16 08:53:36.334338,2,8,30.3,0.0,61
2025-07-16 09:53:36.334338,2,9,35.4,0.0,60
2025-07-16 10:53:36.334338,2,10,35.6,0.0,56
2025-07-16 11:53:36.334338,2,11,32.1,0.0,250
2025-07-16 12:53:36.334338,2,12,34.7,1.03,256
2025-07-16 13:53:36.334338,2,13,33.9,0.0,226
2025-07-16 14:53:36.334338,2,14,34.8,0.0,275
2025-07-16 15:53:36.334338,2,15,29.4,0.0,30
2025-07-16 16:53:36.334338,2,16,31.7,0.0,47
2025-07-16 17:53:36.334338,2,17,31.2,0.0,108
2025-07-16 18:53:36.334338,2,18,24.3,0.0,148
2025-07-16 19:53:36.334338,2,19,24.2,0.0,116
2025-07-16 20:53:36.334338,2,20,21.3,0.0,12
2025-07-16 21:53:36.334338,2,21,23.8,0.0,18
2025-07-16 22:53:36.334338,2,22,25.0,0.0,13
2025-07-16 23:53:36.334338,2,23,26.1,0.0,14
2025-07-17 00:53:36.334338,3,0,23.1,0.0,21
2025-07-17 01:53:36.334338,3,1,26.3,0.0,10
2025-07-17 02:53:36.334338,3,2,20.8,0.0,2
2025-07-17 03:53:36.334338,3,3,21.0,0.0,2
2025-07-17 04:53:36.334338,3,4,25.3,0.0,0
2025-07-17 05:53:36.334338,3,5,27.4,2.04,0
2025-07-17 06:53:36.334338,3,6,27.9,0.0,0
2025-07-17 07:53:36.334338,3,7,25.2,0.0,5
2025-07-17 08:53:36.334338,3,8,30.3,0.0,40
2025-07-17 09:53:36.334338,3,9,28.9,0.0,61
2025-07-17 10:53:36.334338,3,10,33.7,0.0,39
2025-07-17 11:53:36.334338,3,11,33.6,0.0,271
2025-07-17 12:53:36.334338,3,12,31.2,0.51,259
2025-07-17 13:53:36.334338,3,13,31.9,0.0,306
2025-07-17 14:53:36.334338,3,14,30.3,0.0,268
2025-07-17 15:53:36.334338,3,15,31.5,0.0,21
2025-07-17 16:53:36.334338,3,16,32.5,0.8,34
2025-07-17 17:53:36.334338,3,17,27.4,0.0,163
2025-07-17 18:53:36.334338,3,18,29.1,0.0,126
2025-07-17 19:53:36.334338,3,19,25.8,0.0,153
2025-07-17 20:53:36.334338,3,20,24.1,0.0,15
2025-07-17 21:53:36.334338,3,21,24.4,0.0,1
2025-07-17 22:53:36.334338,3,22,21.8,0.0,1
2025-07-17 23:53:36.334338,3,23,22.3,0.66,17
2025-07-18 00:53:36.334338,4,0,20.8,0.0,7
2025-07-18 01:53:36.334338,4,1,27.3,0.0,0
2025-07-18 02:53:36.334338,4,2,24.0,0.0,16
2025-07-18 03:53:36.334338,4,3,23.3,0.0,0
2025-07-18 04:53:36.334338,4,4,26.2,0.0,0
